65.156075,95.3623,26.772373
65.221788,93.177997,30.30824
65.2865075,96.7672135,30.30824
65.287501,90.993694,33.844107
65.3522205,94.5829105,33.844107
65.41694,98.172127,33.844107
66.055585,91.148698,26.9883815
66.121298,88.964395,30.5242485
66.5973385,87.742306,33.844107
66.606888,98.874475,26.9206375
66.7373205,100.2793885,30.4565045
66.829078,92.9494185,36.9376675
66.8937975,96.538635,36.9376675
66.955095,86.935096,27.20439
67.132422,101.3226825,33.844107
67.231317,89.1860675,36.8555735
67.4311355,85.713007,30.5242485
67.4841045,99.929556,37.0097595
67.857676,93.251613,24.0344135
67.907176,84.490918,33.844107
68.057701,102.38665,27.068902
68.2627275,96.9477305,24.348424
68.370655,94.905143,40.031228
68.4528025,103.429944,30.4565045
68.5411545,85.9346795,36.8555735
68.757186,89.038011,24.250422
68.772894,91.141792,39.949134
68.847904,104.473238,33.844107
68.960962,98.296064,40.10332
69.1185615,84.0521445,27.53292
69.175133,87.378441,39.86704
69.1995865,103.0801115,37.0097595
69.551269,101.686985,40.175412
69.594602,82.8300555,30.8527785
69.7135405,100.4599055,24.4966885
70.1430935,83.1253925,36.667775
70.4143705,85.8038305,25.2184165
70.493793,82.2579935,33.844107
70.559277,91.140926,21.296454
70.7000675,96.428385,42.3897015
70.777072,84.569154,39.6792415
70.9643285,94.8370435,21.6104645
70.9685605,93.0650275,42.2818595
71.282028,81.169193,27.86145
71.2903745,99.819306,42.4617935
71.36938,98.533161,21.924475
71.3707995,89.3016765,42.1997655
71.438804,104.539111,28.670855
71.4639125,105.928166,35.7121665
71.7109345,86.102791,42.044826
71.815595,104.5350395,38.877819
71.8339055,105.582405,32.0584575
71.926961,103.1223955,25.910063
72.0346635,103.2882545,41.942124
72.181219,80.597131,30.8527785
72.2164615,87.9067455,22.2644485
72.379011,81.759867,39.491443
72.577837,82.920879,25.5469465
72.7297105,80.892468,36.667775
72.949363,92.993461,19.7680235
73.02948,97.951627,44.748175
73.08041,80.025069,33.844107
73.297973,94.5882695,44.640333
73.3128735,83.293504,41.8570275
73.34791,89.502724,20.072548
73.3544145,96.6895785,20.082034
73.566466,91.224912,44.532491
73.5828005,101.195651,23.3378495
73.773769,101.4205755,44.2285055
73.873646,84.672565,23.232443
73.885806,78.9331365,29.162267
73.906601,88.0260265,44.3775515
74.079921,107.383094,37.580226
74.1307405,80.170095,26.4588575
74.246736,84.827141,44.222612
74.2989895,106.136309,40.644531
74.449914,107.037333,33.926517
74.518058,104.889524,43.708836
74.7153195,80.49804,41.038839
74.784997,78.3610745,32.1535955
74.819907,106.691572,30.272808
75.0050945,86.2685435,21.0405425
75.1214175,96.209284,46.156006
75.308064,105.2748565,27.512016
75.339449,94.845996,18.239593
75.3899105,92.8459265,46.048164
75.4037715,80.2415695,38.1300955
75.4265495,81.921781,24.144354
75.4718385,98.966208,21.409378
75.5636335,99.178855,46.6186265
75.649182,82.031677,43.4044235
75.737996,91.355259,18.5441175
75.754471,79.3741705,35.3064275
75.796221,103.858141,24.751224
75.9905395,89.842158,45.525472
76.136543,87.864522,18.848642
76.3079225,102.6478035,46.098957
76.3306745,86.6432725,45.3705325
76.489584,76.69708,30.463084
76.7345185,77.9340385,27.7596745
76.838494,108.1082335,39.041619
76.979453,79.170997,25.056265
77.051628,79.236213,42.586235
77.0575625,106.8614485,42.105924
77.213355,94.466941,47.563837
77.2219635,93.112788,16.5326665
77.2379165,107.5005695,35.7121665
77.358902,84.3512275,22.555277
77.42303,84.3346175,45.162699
77.456873,97.1226255,19.566937
77.459058,77.710176,33.615916
77.6079095,107.1548085,32.0584575
77.6205105,89.622051,16.837191
77.655571,97.436512,48.0264575
77.685259,101.628698,22.8227525
77.74008,78.9797425,39.6774915
77.813984,91.4631725,47.041145
77.871233,105.623565,45.1450855
78.097787,100.406083,48.489078
78.1731435,106.2948855,29.299642
78.2985235,74.9397185,28.674242
78.414613,88.459404,46.518453
78.428532,78.723272,36.768748
78.4903505,85.947206,20.3633765
78.543458,76.176677,25.9708325
78.6613005,104.87817,26.53885
78.76627,95.7090675,17.570393
78.825476,81.5391535,44.3445105
78.9118055,81.6004435,23.467188
