400,381,433
362,344,401
468,451,489
362,401,417
323,290,365
264,243,303
407,377,421
264,303,334
513,503,522
491,467,486
527,502,525
491,486,507
323,365,383
407,421,450
435,466,480
407,450,420
400,352,381
300,250,277
362,311,344
300,277,328
209,171,186
134,111,119
164,132,143
134,119,151
323,256,290
197,161,177
264,205,243
197,177,228
209,186,233
164,143,182
260,226,289
164,182,211
405,443,387
481,505,452
364,398,345
481,452,423
536,567,515
591,605,571
496,523,470
591,571,552
322,356,301
388,415,366
278,313,262
388,366,333
536,515,484
496,470,446
429,412,379
496,446,464
405,387,355
364,345,309
299,275,247
364,309,330
322,301,267
278,262,221
214,193,158
278,221,244
201,179,165
154,130,113
131,100,97
154,113,142
322,267,287
214,158,184
257,202,229
214,184,236
602,578,584
547,501,521
561,530,540
547,521,556
453,416,428
371,327,340
393,353,367
371,340,382
508,469,487
427,384,397
462,419,432
427,397,448
453,428,477
393,367,413
492,459,499
393,413,447
602,593,578
585,560,550
547,528,501
585,550,569
531,500,485
473,437,425
442,411,394
473,425,457
453,430,416
409,375,360
371,339,327
409,360,390
531,485,517
442,394,424
504,455,483
442,424,474
29,72,54
123,173,145
79,126,117
123,145,103
222,255,239
288,318,310
261,298,283
288,310,272
152,187,167
223,265,248
190,231,208
223,248,206
222,239,195
261,283,242
166,196,160
261,242,213
29,41,72
58,90,115
123,149,173
58,115,91
122,156,175
185,215,230
224,252,268
185,230,204
222,238,255
258,281,297
288,312,318
258,297,271
122,175,148
224,268,241
176,216,198
224,241,199
518,549,535
573,596,587
553,577,564
573,587,563
616,622,629
633,625,636
639,641,638
633,636,635
576,603,588
621,631,624
597,614,599
621,624,612
616,629,607
639,638,632
598,613,589
639,632,620
518,510,549
506,488,539
573,570,596
506,539,545
472,441,475
410,380,406
479,440,471
410,406,445
616,600,622
582,529,574
633,604,625
582,574,610
472,475,519
479,471,533
565,572,592
479,533,524
86,98,73
114,135,96
62,70,46
114,96,87
162,189,150
217,246,212
139,174,144
217,212,178
36,48,34
66,109,81
33,64,49
66,81,47
162,150,120
139,144,99
78,74,56
139,99,110
86,73,77
62,46,50
65,52,60
62,50,63
